pid,propertyLabel,propertyDescription,datatype,occurrences,file_count,sample_files,in_catalog
P180,depicts,"entity visually depicted in an image, literarily described in a work, or otherwise incorporated into an audiovisual or other medium; see also P921, 'main subject'",wikibase-item,4,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P181,taxon range map image,range map of a taxon,commonsMedia,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P183,endemic to,sole location or habitat type where the taxon lives,wikibase-item,5,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P184,doctoral advisor,person who supervised the doctorate or PhD thesis of the subject,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P185,doctoral student,doctoral student(s) of a professor,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P186,made from material,material the subject or the object is made of or derived from (do not confuse with P10672 which is used for processes),wikibase-item,30,12,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | JSON\chrystallum_schema.json | Relationships\relationship_types_registry_master.csv | Relationships\relationship_types_registry_master.pre_mapping_sync_2026-02-13.csv,yes
P189,location of discovery,where the item was located when discovered,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P190,twinned administrative body,"twin towns, sister cities, twinned municipalities and other localities that have a partnership or cooperative agreement, either legally or informally acknowledged by their governments",wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P193,main building contractor,the main organization (or person) responsible for construction of this structure or building,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P194,legislative body,"legislative body governing this entity; political institution with elected representatives, such as a parliament/legislature or council",wikibase-item,5,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P195,collection,"art, museum, archival, or bibliographic collection of which the subject is part (item is in the collection of X)",wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P196,minor planet group,is in grouping of minor planets according to similar orbital characteristics,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P197,adjacent station,"the stations next to this station, sharing the same line(s)",wikibase-item,4,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P199,has organizational division,organizational divisions of this organization (which are not independent legal entities),wikibase-item,6,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P200,inflows,"major inflow sources — rivers, aquifers, glacial runoff, etc. Some terms may not be place names, e.g. none",wikibase-item,7,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P201,outflows,"rivers and other outflows waterway names. If evaporation or seepage are notable outflows, they may be included. Some terms may not be place names, e.g. evaporation",wikibase-item,8,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Subjects\LCC\lcc_P_PA_language_backbone.json | Subjects\lcc_flat.csv,yes
P203,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P204,,,,6,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P205,basin country,country that have drainage to/from or border the body of water,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P206,located in or next to body of water,body of water on or next to which a place is located,wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P207,bathymetry image,"image showing bathymetric chart, bathymetric map",commonsMedia,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P208,executive body,branch of government for the daily administration of the territorial entity,wikibase-item,4,3,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P209,highest judicial authority,"supreme judicial body within a country, administrative division, or other organization",wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P210,party chief representative,chief representative of a party in an institution or an administrative unit (use qualifier to identify the party),wikibase-item,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P211,,,,10,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P212,ISBN-13,"identifier for a book (edition), thirteen digit",external-id,11,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P213,ISNI,International Standard Name Identifier for an identity. Starting with 0000.,external-id,19,7,2-13-26-federation-impact.md | CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Neo4j\IMPLEMENTATION_ROADMAP.md,yes
P214,VIAF cluster ID,"identifier for the Virtual International Authority File database [format: up to 22 digits]; please note: VIAF is a cluster, the ID can include multiple items",external-id,25,9,2-13-26-federation-impact.md | CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Key Files\2-12-26 Chrystallum Architecture - CONSOLIDATED.md,yes
P215,spectral class,spectral class of an astronomical object,string,8,5,"CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P216,,,,10,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P217,inventory number,identifier for a physical object or a set of physical objects in a collection,string,9,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P218,ISO 639-1 code,2-letter identifier for language or family of languages defined in ISO 639-1 standard,external-id,15,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P219,ISO 639-2 code,"3-letter identifier for language, macro-language or language family, defined in ISO 639-2 standard",external-id,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P220,ISO 639-3 code,"3-letter identifier for language defined in ISO 639-3, extension of ISO 639-2",external-id,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P221,ISO 639-6 code,"4-letter identifier for language variants per ISO 639-6, standard between 2009-2014",external-id,7,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P222,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P223,galaxy morphological type,galaxy morphological classification code,string,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P224,,,,20,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P225,taxon name,correct scientific name of a taxon (according to the reference given),string,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P226,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P227,GND ID,"identifier from the Gemeinsame Normdatei authority file of names, subjects, and organizations",external-id,13,8,2-13-26-federation-impact.md | CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | LCSH\skos_subjects\chunks\enrich_with_wikidata_authorities.py,yes
P228,,,,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",no
P229,IATA airline designator,two-character identifier for an airline,string,5,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P230,ICAO airline designator,"three letter identifier for an airline (two letters only until 1982) (for airports, see P239)",string,5,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P231,CAS Registry Number,identifier for a chemical substance or compound per Chemical Abstract Service's Registry database,external-id,3,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P232,EC number,identifier for a chemical compound per EINECS or ELINCS,external-id,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P233,canonical SMILES,Simplified Molecular Input Line Entry Specification (canonical format),string,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P234,InChI,International Chemical Identifier,external-id,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P235,InChIKey,a hashed version of the full standard InChI,external-id,19,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P236,ISSN,International Standard Serial Number (print or electronic),external-id,10,5,2-12-26-wikidata journals.md | CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P237,coat of arms,subject's coat of arms,wikibase-item,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P238,IATA airport code,"three-letter identifier for designating airports, railway stations or cities (for airlines, see P229)",string,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P239,ICAO airport code,"four-character alphanumeric identifier for designating airports (for airlines, see P230)",string,5,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P240,FAA airport code,three-letter or four-letter alphanumeric code identifying United States airports,string,5,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P241,military branch,"branch to which this military unit, award, office, or person belongs, e.g. Royal Navy",wikibase-item,8,5,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P242,locator map image,geographic map image which highlights the location of the subject within some larger entity,commonsMedia,11,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P243,OCLC number,identifier for a bibliographic record in OCLC WorldCat,external-id,11,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P244,Library of Congress authority ID,"Library of Congress name authority (persons, families, corporate bodies, events, places, works and expressions) and subject authority identifier [Format: 1-2 specific letters followed by 8-10 digits (see regex). For manifestations, use P1144]",external-id,70,21,2-13-26-federation-impact.md | CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Key Files\2-12-26 Chrystallum Architecture - CONSOLIDATED.md,yes
P245,Union List of Artist Names ID,identifier from the Getty Union List of Artist Names,external-id,13,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P246,element symbol,identifier for a chemical element,string,75,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P247,COSPAR ID,"international satellite designation, administered by the UN Committee on Space Research (COSPAR), similar but not synonymous with the NSSDCA ID (P8913)",external-id,37,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P248,stated in,to be used in the references field to refer to the information document or database in which a claim is made; for qualifiers use P805; for the type of document in which a claim is made use P3865,wikibase-item,17,5,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P249,ticker symbol,identifier for a publicly traded share of a particular stock on a particular stock market or that of a cryptocurrency (qualifier for P414),string,33,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P251,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P252,,,,24,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P253,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P254,,,,14,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P255,,,,54,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P257,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P259,,,,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P262,,,,8,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P263,official residence,the residence at which heads of government and other senior figures officially reside,wikibase-item,20,5,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
